file,sheet,codice_rispondente,col_index,domanda,risposta,etichette
Inseganti-futuri.xlsx,Risposte del modulo 1,Namo20/10/49,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",No,
Inseganti-futuri.xlsx,Risposte del modulo 1,Namo20/10/49,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,No,
Inseganti-futuri.xlsx,Risposte del modulo 1,Namo20/10/49,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,No,
Inseganti-futuri.xlsx,Risposte del modulo 1,Namo20/10/49,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,No,
Inseganti-futuri.xlsx,Risposte del modulo 1,Namo20/10/49,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Utile per le correzioni ma poco utile come strumento autonomo didattico,
Inseganti-futuri.xlsx,Risposte del modulo 1,Namo20/10/49,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",La scrittura dei testi,
Inseganti-futuri.xlsx,Risposte del modulo 1,lita25,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Momentaneamente non ne ho mai avuto bisogno,
Inseganti-futuri.xlsx,Risposte del modulo 1,lita25,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Perché per il momento non mi è mai servita,
Inseganti-futuri.xlsx,Risposte del modulo 1,lita25,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","I pro sono che è diventato più facile reperire le informazioni, i contro sono che essendo più facile i ragazzi si impegnano di meno",
Inseganti-futuri.xlsx,Risposte del modulo 1,lita25,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?","Non saprei, in quanto ancora non insegno",
Inseganti-futuri.xlsx,Risposte del modulo 1,cchi07,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Mai avuto necessità,
Inseganti-futuri.xlsx,Risposte del modulo 1,cchi07,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Mai avuto necessità,
Inseganti-futuri.xlsx,Risposte del modulo 1,cchi07,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",L'intelligenza artificiale sarà sempre più presente sia nella didattica scolastica sia nella vita quotidiana. Sono contro all'utilizzo continuo e sono favorevole perché agevola molto il lavoro e lo studio.,
Inseganti-futuri.xlsx,Risposte del modulo 1,cchi07,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Non saprei,
Inseganti-futuri.xlsx,Risposte del modulo 1,colo01,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Perché non c'è bisogno,
Inseganti-futuri.xlsx,Risposte del modulo 1,colo01,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Non viene coinvolta,
Inseganti-futuri.xlsx,Risposte del modulo 1,colo01,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Pro velocità di apprendimento. Contro poca volontà di apprendimento,
Inseganti-futuri.xlsx,Risposte del modulo 1,colo01,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Sviluppo di testi,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ser14,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Mancanza d abitudine,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ser14,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Non lavoro,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ser14,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Nn ho esperienza,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ser14,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Tutte quelle che sostituiscono la produzione  personale,
Inseganti-futuri.xlsx,Risposte del modulo 1,Tese26,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Non lo ritengo di aiuto alle mie competenze e conoscenze. Preferisco elaborare personalmente le mie attività ed il mio lavoro,
Inseganti-futuri.xlsx,Risposte del modulo 1,Tese26,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Non lo utilizzo perché non ritengo che possa essermi di aiuto oppure non lo utilizzo perché non conoscendo affatto questo mezzo non ne conosco le eventuali utilità e funzionalità.,
Inseganti-futuri.xlsx,Risposte del modulo 1,Tese26,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Pro: velocità; contro: omologazione,
Inseganti-futuri.xlsx,Risposte del modulo 1,Tese26,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?","Utilizzare l’AI per creare compiti, esercizi o attività da fornire ai ragazzi perché non sarebbero personalizzati per il singolo o per il gruppo classe e perché secondo me si fornirebbe un pessimo esempio.",
Inseganti-futuri.xlsx,Risposte del modulo 1,FARO01,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)","""-""",
Inseganti-futuri.xlsx,Risposte del modulo 1,FARO01,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,"È un nuovo modo di pensare alla didattica, con annesse criticità, primo fra tutti la difficoltà di gestire e controllarne l'uso fatto dagli studenti.",
Inseganti-futuri.xlsx,Risposte del modulo 1,FARO01,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Tra i pro si può pensare la scoperta e l'importanza che l'intelligenza artificiale riveste nella vista di ognuno di noi. Tra i contro l'uso improprio che ne potrebbe derivare.,
Inseganti-futuri.xlsx,Risposte del modulo 1,FARO01,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Fare ricerche per produrre testi o per la risoluzione di esercizi matatici.,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Per facilitare la didattica,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,2,Quali sono i tuoi strumenti preferiti e perché?,Chatgpt,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Non ancora insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",Non ancora insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",Potresti aiutarmi a risolvere questo problema?,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,Non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,Non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,Non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",La velocità e l'errore,
Inseganti-futuri.xlsx,Risposte del modulo 1,eone18,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Non saprei,
Inseganti-futuri.xlsx,Risposte del modulo 1,ozzi17,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Credo di non averne la necessità,
Inseganti-futuri.xlsx,Risposte del modulo 1,ozzi17,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,"Ancora non insegno, ma comunque non immagino una didattica con l’IA perché non la conosco",
Inseganti-futuri.xlsx,Risposte del modulo 1,ozzi17,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Sono utili per produrre materiali e per l’inclusione delle persone con disabilità,
Inseganti-futuri.xlsx,Risposte del modulo 1,ozzi17,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",La ricerca delle informazioni perché non si può avere certezza della loro attendibilità,
Inseganti-futuri.xlsx,Risposte del modulo 1,Vich14,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)","""chat in lingua inglese"".",
Inseganti-futuri.xlsx,Risposte del modulo 1,Vich14,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Perché non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,Vich14,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","Non ho esperienza in merito, ma posso ipotizzare che gli studenti possano farne ricorso per evitare di impegnarsi in alcuni compiti",
Inseganti-futuri.xlsx,Risposte del modulo 1,Vich14,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Molti ragazzi utilizzano l'intelligenza artificiali per produrre dei testi. Ricorrere frequentemente a questo escamotage non consente di esercitarsi e migliorarsi nella scrittura,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,2,Quali sono i tuoi strumenti preferiti e perché?,Chat gpt,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Descrivendo la situazione dell’ alunno in particolare,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",-,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",Potresti perfavore aiutarmi a creare..,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,-,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,-,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,Nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Vedo solo i pro,
Inseganti-futuri.xlsx,Risposte del modulo 1,allo13,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,BOLI14,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Non mi è servita fino ad ora,
Inseganti-futuri.xlsx,Risposte del modulo 1,BOLI14,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Perché non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,BOLI14,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","Contro: Rischio di non utilizzare l’impegno nello
 studio-  Pro: stimolare uso di nuovi strumenti",
Inseganti-futuri.xlsx,Risposte del modulo 1,BOLI14,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?","Produzione testi- ricerche
Rischio risultati inesatti",
Inseganti-futuri.xlsx,Risposte del modulo 1,iano06,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Attualmente non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,iano06,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Attualmente non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,iano06,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","Pro: penso sia utile per dare dei suggerimenti, per espandere la propria rete di conoscenza riguardo un argomento
Contro: diminuzione dell'originalità e del lavoro di ricerca personale dello studente",
Inseganti-futuri.xlsx,Risposte del modulo 1,iano06,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",L'elaborazione di un testo scritto da parte degli studenti,
Inseganti-futuri.xlsx,Risposte del modulo 1,Onti28,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Perché fino ad ora non ho avuto la necessità di usarla,
Inseganti-futuri.xlsx,Risposte del modulo 1,Onti28,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Perché non sono ancora un’insegnante,
Inseganti-futuri.xlsx,Risposte del modulo 1,Onti28,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","Pro: aiuta a comprendere e spiegare argomenti complessi, può fornire spunti su cui riflettere
Contro: un uso non consapevole potrebbe portare ad un “copia e incolla” di contenuti, non supportato da una riflessione",
Inseganti-futuri.xlsx,Risposte del modulo 1,Onti28,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Non lo so,
Inseganti-futuri.xlsx,Risposte del modulo 1,rini29,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",La uso,
Inseganti-futuri.xlsx,Risposte del modulo 1,rini29,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,La uso quindi non so che scrivere de perché non la uso,
Inseganti-futuri.xlsx,Risposte del modulo 1,rini29,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Non la uso nell’educazione ma nel mio lavoro che al momento è un altro,
